Year,Month,Day ,Sunrise,Sunset,DayLength,Difference,AstronomicalTwilightStart,AstronomicalTwilightEnd,NauticalTwilightStart,NauticalTwilightEnd,CivilTwilightStart,CivilTwilightEnd,SolarNoon,Mil. mi
,,4,6:27 am ? (97°),5:55 pm ? (263°),0.477916667,+2:35,0.206944444,0.809027778,0.228472222,0.7875,0.25,0.765277778,12:11 pm (44.2°),92.196
,,5,6:26 am ? (97°),5:56 pm ? (263°),0.479722222,+2:35,0.205555556,0.809722222,0.227777778,0.788194444,0.249305556,0.765972222,12:11 pm (44.6°),92.22
,,6,6:24 am ? (96°),5:58 pm ? (264°),0.481527778,+2:36,0.204861111,0.810416667,0.226388889,0.788888889,0.247916667,0.767361111,12:11 pm (45.0°),92.244
,,7,6:23 am ? (96°),5:59 pm ? (264°),0.483333333,+2:36,0.203472222,0.811111111,0.225694444,0.789583333,0.247222222,0.768055556,12:10 pm (45.4°),92.268
,,8,6:21 am ? (95°),6:00 pm ? (265°),0.485150463,+2:36,0.202777778,0.811805556,0.224305556,0.790277778,0.245833333,0.76875,12:10 pm (45.8°),92.293
,,9,6:19 am ? (95°),6:01 pm ? (265°),0.486967593,+2:36,0.201388889,0.8125,0.222916667,0.790972222,0.245138889,0.769444444,12:10 pm (46.2°),92.317
,,10,6:18 am ? (94°),6:02 pm ? (266°),0.488784722,+2:36,0.2,0.813888889,0.222222222,0.791666667,0.24375,0.770138889,12:10 pm (46.6°),92.341
,,11,6:16 am ? (94°),6:03 pm ? (267°),0.490601852,+2:37,0.199305556,0.814583333,0.220833333,0.792361111,0.243055556,0.770833333,12:09 pm (47.0°),92.366
,,12,6:15 am ? (93°),6:04 pm ? (267°),0.492418981,+2:37,0.197916667,0.815277778,0.220138889,0.793055556,0.241666667,0.771527778,12:09 pm (47.3°),92.39
,,13,7:13 am ? (93°),7:05 pm ? (268°),0.494247685,+2:37,0.238194444,0.857638889,0.260416667,0.835416667,0.281944444,0.813888889,1:09 pm (47.7°),92.415
,,14,7:12 am ? (92°),7:06 pm ? (268°),0.496064815,+2:37,0.2375,0.858333333,0.259027778,0.836111111,0.28125,0.814583333,1:08 pm (48.1°),92.44
,,15,7:10 am ? (92°),7:07 pm ? (269°),0.497893519,+2:37,0.236111111,0.859027778,0.258333333,0.836805556,0.279861111,0.815277778,1:08 pm (48.5°),92.464
,,16,7:08 am ? (91°),7:08 pm ? (269°),0.499710648,+2:37,0.234722222,0.859722222,0.256944444,0.8375,0.279166667,0.815972222,1:08 pm (48.9°),92.489
,,17,7:07 am ? (91°),7:09 pm ? (270°),0.501539352,+2:37,0.234027778,0.860416667,0.25625,0.838194444,0.277777778,0.816666667,1:08 pm (49.3°),92.514
,,18,7:05 am ? (90°),7:10 pm ? (270°),0.503356481,+2:37,0.232638889,0.861111111,0.254861111,0.838888889,0.276388889,0.817361111,1:07 pm (49.7°),92.54
,,19,7:04 am ? (90°),7:11 pm ? (271°),0.505185185,+2:37,0.23125,0.8625,0.253472222,0.840277778,0.275694444,0.818055556,1:07 pm (50.1°),92.565
,,20,7:02 am ? (89°),7:12 pm ? (271°),0.507002315,+2:37,0.230555556,0.863194444,0.252777778,0.840972222,0.274305556,0.81875,1:07 pm (50.5°),92.591
,,21,7:00 am ? (89°),7:13 pm ? (272°),0.508831019,+2:37,0.229166667,0.863888889,0.251388889,0.841666667,0.272916667,0.819444444,1:06 pm (50.9°),92.617
,,22,6:59 am ? (88°),7:14 pm ? (272°),0.510648148,+2:37,0.227777778,0.864583333,0.25,0.842361111,0.272222222,0.820138889,1:06 pm (51.3°),92.643
,,23,6:57 am ? (88°),7:15 pm ? (273°),0.512476852,+2:37,0.226388889,0.865277778,0.249305556,0.843055556,0.270833333,0.820833333,1:06 pm (51.7°),92.669
,,24,6:56 am ? (87°),7:16 pm ? (273°),0.514293981,+2:37,0.225694444,0.865972222,0.247916667,0.84375,0.270138889,0.821527778,1:06 pm (52.1°),92.696
,,25,6:54 am ? (87°),7:17 pm ? (274°),0.516111111,+2:37,0.224305556,0.867361111,0.246527778,0.844444444,0.26875,0.822222222,1:05 pm (52.5°),92.722
,,26,6:52 am ? (86°),7:18 pm ? (274°),0.517928241,+2:36,0.222916667,0.868055556,0.245833333,0.845138889,0.267361111,0.822916667,1:05 pm (52.9°),92.749
,,27,6:51 am ? (86°),7:19 pm ? (275°),0.51974537,+2:36,0.221527778,0.86875,0.244444444,0.845833333,0.266666667,0.823611111,1:05 pm (53.3°),92.776
,,28,6:49 am ? (85°),7:20 pm ? (275°),0.521550926,+2:36,0.220138889,0.869444444,0.243055556,0.846527778,0.265277778,0.824305556,1:04 pm (53.6°),92.803
,,29,6:48 am ? (85°),7:21 pm ? (276°),0.523368056,+2:36,0.219444444,0.870138889,0.241666667,0.847222222,0.263888889,0.825,1:04 pm (54.0°),92.83
,,30,6:46 am ? (84°),7:22 pm ? (276°),0.525173611,+2:36,0.218055556,0.871527778,0.240972222,0.847916667,0.263194444,0.825694444,1:04 pm (54.4°),92.858
,,31,6:44 am ? (84°),7:23 pm ? (277°),0.526979167,+2:35,0.216666667,0.872222222,0.239583333,0.849305556,0.261805556,0.826388889,1:03 pm (54.8°),92.885
2016,April,1,6:43 am ? (83°),7:24 pm ? (277°),0.528773148,+2:35,0.215277778,0.872916667,0.238194444,0.85,0.261111111,0.827083333,1:03 pm (55.2°),92.912
,,2,6:41 am ? (83°),7:25 pm ? (278°),0.530578704,+2:35,0.213888889,0.873611111,0.2375,0.850694444,0.259722222,0.827777778,1:03 pm (55.6°),92.94
,,3,6:40 am ? (82°),7:26 pm ? (278°),0.532372685,+2:35,0.213194444,0.874305556,0.236111111,0.851388889,0.258333333,0.829166667,1:03 pm (56.0°),92.967
,,4,6:38 am ? (82°),7:27 pm ? (279°),0.534166667,+2:34,0.211805556,0.875694444,0.234722222,0.852083333,0.257638889,0.829861111,1:02 pm (56.3°),92.994
,,5,6:36 am ? (81°),7:28 pm ? (279°),0.535949074,+2:34,0.210416667,0.876388889,0.234027778,0.852777778,0.25625,0.830555556,1:02 pm (56.7°),93.021
,,6,6:35 am ? (81°),7:29 pm ? (280°),0.537731481,+2:33,0.209027778,0.877083333,0.232638889,0.853472222,0.254861111,0.83125,1:02 pm (57.1°),93.048
,,7,6:33 am ? (80°),7:30 pm ? (280°),0.539513889,+2:33,0.207638889,0.878472222,0.23125,0.854861111,0.254166667,0.831944444,1:01 pm (57.5°),93.075
,,8,6:32 am ? (80°),7:31 pm ? (281°),0.541284722,+2:33,0.20625,0.879166667,0.229861111,0.855555556,0.252777778,0.832638889,1:01 pm (57.8°),93.101
,,9,6:30 am ? (79°),7:32 pm ? (281°),0.543043981,+2:32,0.205555556,0.879861111,0.229166667,0.85625,0.252083333,0.833333333,1:01 pm (58.2°),93.127
,,10,6:29 am ? (79°),7:33 pm ? (282°),0.544803241,+2:32,0.204166667,0.880555556,0.227777778,0.856944444,0.250694444,0.834027778,1:01 pm (58.6°),93.153
,,11,6:27 am ? (78°),7:34 pm ? (282°),0.5465625,+2:31,0.202777778,0.881944444,0.226388889,0.857638889,0.249305556,0.834722222,1:00 pm (58.9°),93.179
,,12,6:26 am ? (78°),7:35 pm ? (283°),0.548310185,+2:31,0.201388889,0.882638889,0.225694444,0.858333333,0.248611111,0.835416667,1:00 pm (59.3°),93.205
,,13,6:24 am ? (77°),7:36 pm ? (283°),0.550046296,+2:30,0.2,0.883333333,0.224305556,0.859027778,0.247222222,0.836111111,1:00 pm (59.7°),93.231
,,14,6:23 am ? (77°),7:37 pm ? (284°),0.551782407,+2:29,0.198611111,0.884722222,0.222916667,0.860416667,0.246527778,0.836805556,1:00 pm (60.0°),93.256
,,15,6:21 am ? (76°),7:38 pm ? (284°),0.553506944,+2:29,0.197916667,0.885416667,0.222222222,0.861111111,0.245138889,0.8375,12:59 pm (60.4°),93.282
,,16,6:20 am ? (76°),7:39 pm ? (285°),0.555231481,+2:28,0.196527778,0.886111111,0.220833333,0.861805556,0.244444444,0.838194444,12:59 pm (60.7°),93.307
,,17,6:18 am ? (75°),7:40 pm ? (285°),0.556944444,+2:27,0.195138889,0.8875,0.219444444,0.8625,0.243055556,0.838888889,12:59 pm (61.1°),93.333
,,18,6:17 am ? (75°),7:41 pm ? (285°),0.558645833,+2:26,0.19375,0.888194444,0.21875,0.863194444,0.242361111,0.839583333,12:59 pm (61.4°),93.358
,,19,6:15 am ? (74°),7:42 pm ? (286°),0.560335648,+2:26,0.192361111,0.889583333,0.217361111,0.864583333,0.240972222,0.840972222,12:58 pm (61.8°),93.384
,,20,6:14 am ? (74°),7:43 pm ? (286°),0.562013889,+2:25,0.191666667,0.890277778,0.216666667,0.865277778,0.240277778,0.841666667,12:58 pm (62.1°),93.409
,,21,6:13 am ? (73°),7:44 pm ? (287°),0.56369213,+2:24,0.190277778,0.890972222,0.215277778,0.865972222,0.238888889,0.842361111,12:58 pm (62.5°),93.434
,,22,6:11 am ? (73°),7:45 pm ? (287°),0.565358796,+2:23,0.188888889,0.892361111,0.213888889,0.866666667,0.238194444,0.843055556,12:58 pm (62.8°),93.459
,,23,6:10 am ? (73°),7:46 pm ? (288°),0.567013889,+2:22,0.1875,0.893055556,0.213194444,0.867361111,0.236805556,0.84375,12:58 pm (63.1°),93.485
,,24,6:08 am ? (72°),7:47 pm ? (288°),0.568645833,+2:21,0.186111111,0.894444444,0.211805556,0.86875,0.236111111,0.844444444,12:57 pm (63.5°),93.51
,,25,6:07 am ? (72°),7:48 pm ? (289°),0.570277778,+2:20,0.185416667,0.895138889,0.211111111,0.869444444,0.234722222,0.845138889,12:57 pm (63.8°),93.535
,,26,6:06 am ? (71°),7:49 pm ? (289°),0.571898148,+2:19,0.184027778,0.896527778,0.209722222,0.870138889,0.234027778,0.845833333,12:57 pm (64.1°),93.56
,,27,6:04 am ? (71°),7:50 pm ? (289°),0.573506944,+2:18,0.182638889,0.897222222,0.209027778,0.870833333,0.233333333,0.846527778,12:57 pm (64.4°),93.585
,,28,6:03 am ? (70°),7:51 pm ? (290°),0.575092593,+2:17,0.18125,0.897916667,0.207638889,0.872222222,0.231944444,0.847222222,12:57 pm (64.7°),93.609
,,29,6:02 am ? (70°),7:52 pm ? (290°),0.576678241,+2:16,0.180555556,0.899305556,0.206944444,0.872916667,0.23125,0.847916667,12:57 pm (65.0°),93.634
,,30,6:01 am ? (70°),7:53 pm ? (291°),0.578240741,+2:15,0.179166667,0.9,0.205555556,0.873611111,0.229861111,0.848611111,12:57 pm (65.3°),93.658
2016,May,1,5:59 am ? (69°),7:54 pm ? (291°),0.579791667,+2:13,0.177777778,0.901388889,0.204861111,0.874305556,0.229166667,0.85,12:56 pm (65.6°),93.683
,,2,5:58 am ? (69°),7:55 pm ? (291°),0.581319444,+2:12,0.177083333,0.902083333,0.203472222,0.875694444,0.228472222,0.850694444,12:56 pm (65.9°),93.706
,,3,5:57 am ? (68°),7:56 pm ? (292°),0.582835648,+2:11,0.175694444,0.903472222,0.202777778,0.876388889,0.227777778,0.851388889,12:56 pm (66.2°),93.73
,,4,5:56 am ? (68°),7:57 pm ? (292°),0.584340278,+2:09,0.174305556,0.904166667,0.201388889,0.877083333,0.226388889,0.852083333,12:56 pm (66.5°),93.753
,,5,5:55 am ? (68°),7:58 pm ? (293°),0.585833333,+2:08,0.173611111,0.905555556,0.200694444,0.877777778,0.225694444,0.852777778,12:56 pm (66.8°),93.776
,,6,5:53 am ? (67°),7:59 pm ? (293°),0.587291667,+2:06,0.172222222,0.90625,0.199305556,0.878472222,0.225,0.853472222,12:56 pm (67.1°),93.799
,,7,5:52 am ? (67°),8:00 pm ? (293°),0.58875,+2:05,0.170833333,0.907638889,0.198611111,0.879861111,0.224305556,0.854166667,12:56 pm (67.3°),93.821
,,8,5:51 am ? (67°),8:01 pm ? (294°),0.590173611,+2:03,0.170138889,0.908333333,0.197916667,0.880555556,0.222916667,0.854861111,12:56 pm (67.6°),93.843
,,9,5:50 am ? (66°),8:02 pm ? (294°),0.591585648,+2:01,0.16875,0.909722222,0.196527778,0.88125,0.222222222,0.855555556,12:56 pm (67.9°),93.864
,,10,5:49 am ? (66°),8:03 pm ? (294°),0.592974537,+2:00,0.168055556,0.910416667,0.195833333,0.881944444,0.221527778,0.85625,12:56 pm (68.1°),93.885
,,11,5:48 am ? (65°),8:04 pm ? (295°),0.594351852,+1:58,0.166666667,0.911805556,0.195138889,0.883333333,0.220833333,0.856944444,12:56 pm (68.4°),93.905
,,12,5:47 am ? (65°),8:05 pm ? (295°),0.595694444,+1:56,0.165972222,0.9125,0.194444444,0.884027778,0.220138889,0.857638889,12:56 pm (68.6°),93.926
,,13,5:46 am ? (65°),8:06 pm ? (295°),0.597013889,+1:54,0.164583333,0.913194444,0.193055556,0.884722222,0.219444444,0.858333333,12:56 pm (68.9°),93.946
,,14,5:45 am ? (64°),8:07 pm ? (296°),0.598321759,+1:52,0.163888889,0.914583333,0.192361111,0.885416667,0.21875,0.859027778,12:56 pm (69.1°),93.965
,,15,5:44 am ? (64°),8:08 pm ? (296°),0.599606481,+1:50,0.1625,0.915277778,0.191666667,0.886111111,0.218055556,0.859722222,12:56 pm (69.4°),93.985
,,16,5:43 am ? (64°),8:09 pm ? (296°),0.600856481,+1:48,0.161805556,0.916666667,0.190972222,0.8875,0.217361111,0.860416667,12:56 pm (69.6°),94.004
,,17,5:43 am ? (64°),8:10 pm ? (297°),0.602083333,+1:46,0.161111111,0.917361111,0.190277778,0.888194444,0.216666667,0.861111111,12:56 pm (69.8°),94.023
,,18,5:42 am ? (63°),8:11 pm ? (297°),0.603287037,+1:43,0.159722222,0.91875,0.189583333,0.888888889,0.215972222,0.861805556,12:56 pm (70.0°),94.041
,,19,5:41 am ? (63°),8:11 pm ? (297°),0.604467593,+1:41,0.159027778,0.919444444,0.188888889,0.889583333,0.215277778,0.8625,12:56 pm (70.2°),94.06
,,20,5:40 am ? (63°),8:12 pm ? (298°),0.605613426,+1:39,0.158333333,0.920138889,0.188194444,0.890277778,0.214583333,0.863194444,12:56 pm (70.4°),94.078
,,21,5:39 am ? (62°),8:13 pm ? (298°),0.606736111,+1:36,0.156944444,0.921527778,0.1875,0.890972222,0.213888889,0.863888889,12:56 pm (70.6°),94.096
,,22,5:39 am ? (62°),8:14 pm ? (298°),0.607835648,+1:34,0.15625,0.922222222,0.186805556,0.891666667,0.213888889,0.864583333,12:56 pm (70.8°),94.114
,,23,5:38 am ? (62°),8:15 pm ? (298°),0.608900463,+1:31,0.155555556,0.922916667,0.186111111,0.892361111,0.213194444,0.865277778,12:56 pm (71.0°),94.132
,,24,5:37 am ? (62°),8:16 pm ? (299°),0.609930556,+1:29,0.154861111,0.924305556,0.185416667,0.893055556,0.2125,0.865972222,12:56 pm (71.2°),94.149
,,25,5:37 am ? (61°),8:17 pm ? (299°),0.6109375,+1:26,0.154166667,0.925,0.184722222,0.894444444,0.211805556,0.866666667,12:56 pm (71.4°),94.166
,,26,5:36 am ? (61°),8:17 pm ? (299°),0.611909722,+1:24,0.153472222,0.925694444,0.184027778,0.895138889,0.211805556,0.867361111,12:57 pm (71.6°),94.183
,,27,5:36 am ? (61°),8:18 pm ? (299°),0.612847222,+1:21,0.152777778,0.927083333,0.183333333,0.895833333,0.211111111,0.868055556,12:57 pm (71.7°),94.199
,,28,5:35 am ? (61°),8:19 pm ? (299°),0.613761574,+1:18,0.152083333,0.927777778,0.183333333,0.896527778,0.210416667,0.86875,12:57 pm (71.9°),94.216
,,29,5:35 am ? (60°),8:20 pm ? (300°),0.614641204,+1:15,0.151388889,0.928472222,0.182638889,0.896527778,0.210416667,0.869444444,12:57 pm (72.0°),94.232
,,30,5:34 am ? (60°),8:20 pm ? (300°),0.615474537,+1:12,0.150694444,0.929166667,0.181944444,0.897222222,0.209722222,0.869444444,12:57 pm (72.2°),94.247
,,31,5:34 am ? (60°),8:21 pm ? (300°),0.616284722,+1:09,0.15,0.929861111,0.181944444,0.897916667,0.209722222,0.870138889,12:57 pm (72.3°),94.262
2016,June,1,5:33 am ? (60°),8:22 pm ? (300°),0.617060185,+1:06,0.149305556,0.930555556,0.18125,0.898611111,0.209027778,0.870833333,12:57 pm (72.4°),94.277
,,2,5:33 am ? (60°),8:23 pm ? (300°),0.617800926,+1:03,0.148611111,0.93125,0.18125,0.899305556,0.209027778,0.871527778,12:58 pm (72.6°),94.291
,,3,5:33 am ? (60°),8:23 pm ? (301°),0.61849537,+1:00,0.148611111,0.931944444,0.180555556,0.9,0.208333333,0.871527778,12:58 pm (72.7°),94.305
,,4,5:32 am ? (59°),8:24 pm ? (301°),0.619166667,+0:57,0.147916667,0.932638889,0.180555556,0.900694444,0.208333333,0.872222222,12:58 pm (72.8°),94.318
,,5,5:32 am ? (59°),8:24 pm ? (301°),0.619791667,+0:54,0.147222222,0.933333333,0.179861111,0.901388889,0.208333333,0.872916667,12:58 pm (72.9°),94.33
,,6,5:32 am ? (59°),8:25 pm ? (301°),0.620381944,+0:50,0.147222222,0.934027778,0.179861111,0.901388889,0.207638889,0.872916667,12:58 pm (73.0°),94.342
,,7,5:32 am ? (59°),8:26 pm ? (301°),0.620925926,+0:47,0.146527778,0.934722222,0.179166667,0.902083333,0.207638889,0.873611111,12:58 pm (73.1°),94.354
,,8,5:31 am ? (59°),8:26 pm ? (301°),0.621446759,+0:44,0.146527778,0.935416667,0.179166667,0.902777778,0.207638889,0.874305556,12:59 pm (73.2°),94.365
,,9,5:31 am ? (59°),8:27 pm ? (301°),0.621921296,+0:40,0.145833333,0.936111111,0.179166667,0.902777778,0.207638889,0.874305556,12:59 pm (73.3°),94.375
,,10,5:31 am ? (59°),8:27 pm ? (301°),0.622349537,+0:37,0.145833333,0.936805556,0.179166667,0.903472222,0.207638889,0.875,12:59 pm (73.3°),94.385
,,11,5:31 am ? (58°),8:28 pm ? (302°),0.622743056,+0:34,0.145833333,0.936805556,0.178472222,0.903472222,0.206944444,0.875,12:59 pm (73.4°),94.395
,,12,5:31 am ? (58°),8:28 pm ? (302°),0.623101852,+0:30,0.145138889,0.9375,0.178472222,0.904166667,0.206944444,0.875694444,12:59 pm (73.5°),94.404
,,13,5:31 am ? (58°),8:29 pm ? (302°),0.623414352,+0:27,0.145138889,0.9375,0.178472222,0.904861111,0.206944444,0.875694444,1:00 pm (73.5°),94.413
,,14,5:31 am ? (58°),8:29 pm ? (302°),0.62369213,+0:23,0.145138889,0.938194444,0.178472222,0.904861111,0.206944444,0.876388889,1:00 pm (73.6°),94.421
,,15,5:31 am ? (58°),8:29 pm ? (302°),0.623923611,+0:20,0.145138889,0.938888889,0.178472222,0.904861111,0.206944444,0.876388889,1:00 pm (73.6°),94.429
,,16,5:31 am ? (58°),8:30 pm ? (302°),0.624108796,+0:16,0.145138889,0.938888889,0.178472222,0.905555556,0.206944444,0.876388889,1:00 pm (73.6°),94.437
,,17,5:31 am ? (58°),8:30 pm ? (302°),0.624259259,+0:12,0.145138889,0.938888889,0.178472222,0.905555556,0.206944444,0.877083333,1:01 pm (73.7°),94.444
,,18,5:31 am ? (58°),8:30 pm ? (302°),0.624375,+0:09,0.145138889,0.939583333,0.178472222,0.905555556,0.207638889,0.877083333,1:01 pm (73.7°),94.451
,,19,5:31 am ? (58°),8:31 pm ? (302°),0.624444444,+0:05,0.145138889,0.939583333,0.178472222,0.90625,0.207638889,0.877083333,1:01 pm (73.7°),94.458
,,20,5:32 am ? (58°),8:31 pm ? (302°),0.624467593,+0:02,0.145138889,0.939583333,0.178472222,0.90625,0.207638889,0.877777778,1:01 pm (73.7°),94.464
,,21,5:32 am ? (58°),8:31 pm ? (302°),0.624456019,?0:01,0.145138889,0.939583333,0.179166667,0.90625,0.207638889,0.877777778,1:01 pm (73.7°),94.47
,,22,5:32 am ? (58°),8:31 pm ? (302°),0.624398148,?0:04,0.145833333,0.939583333,0.179166667,0.90625,0.207638889,0.877777778,1:02 pm (73.7°),94.476
,,23,5:32 am ? (58°),8:31 pm ? (302°),0.624293981,?0:08,0.145833333,0.940277778,0.179166667,0.90625,0.208333333,0.877777778,1:02 pm (73.7°),94.482
,,24,5:33 am ? (58°),8:31 pm ? (302°),0.624155093,?0:11,0.145833333,0.940277778,0.179166667,0.90625,0.208333333,0.877777778,1:02 pm (73.6°),94.487
,,25,5:33 am ? (58°),8:31 pm ? (302°),0.623981481,?0:15,0.146527778,0.940277778,0.179861111,0.90625,0.208333333,0.877777778,1:02 pm (73.6°),94.491
,,26,5:33 am ? (58°),8:32 pm ? (302°),0.623761574,?0:19,0.146527778,0.939583333,0.179861111,0.90625,0.209027778,0.877777778,1:02 pm (73.6°),94.496
,,27,5:34 am ? (58°),8:32 pm ? (302°),0.62349537,?0:22,0.147222222,0.939583333,0.180555556,0.90625,0.209027778,0.877777778,1:03 pm (73.5°),94.5
,,28,5:34 am ? (58°),8:32 pm ? (302°),0.623194444,?0:26,0.147222222,0.939583333,0.180555556,0.90625,0.209027778,0.877777778,1:03 pm (73.5°),94.503
,,29,5:35 am ? (58°),8:31 pm ? (302°),0.622847222,?0:29,0.147916667,0.939583333,0.18125,0.90625,0.209722222,0.877777778,1:03 pm (73.4°),94.506
,,30,5:35 am ? (58°),8:31 pm ? (301°),0.622465278,?0:33,0.148611111,0.938888889,0.18125,0.90625,0.209722222,0.877777778,1:03 pm (73.4°),94.509
2016,July,1,5:35 am ? (59°),8:31 pm ? (301°),0.622048611,?0:36,0.148611111,0.938888889,0.181944444,0.90625,0.210416667,0.877777778,1:03 pm (73.3°),94.51
,,2,5:36 am ? (59°),8:31 pm ? (301°),0.621585648,?0:39,0.149305556,0.938888889,0.182638889,0.905555556,0.211111111,0.877777778,1:04 pm (73.2°),94.512
,,3,5:37 am ? (59°),8:31 pm ? (301°),0.621087963,?0:43,0.15,0.938194444,0.182638889,0.905555556,0.211111111,0.877083333,1:04 pm (73.1°),94.513
,,4,5:37 am ? (59°),8:31 pm ? (301°),0.620543981,?0:46,0.150694444,0.938194444,0.183333333,0.905555556,0.211805556,0.877083333,1:04 pm (73.0°),94.513
,,5,5:38 am ? (59°),8:30 pm ? (301°),0.619976852,?0:49,0.151388889,0.9375,0.184027778,0.904861111,0.211805556,0.877083333,1:04 pm (72.9°),94.513
,,6,5:38 am ? (59°),8:30 pm ? (301°),0.619363426,?0:52,0.152083333,0.936805556,0.184027778,0.904861111,0.2125,0.876388889,1:04 pm (72.8°),94.512
,,7,5:39 am ? (59°),8:30 pm ? (301°),0.618703704,?0:56,0.152777778,0.936805556,0.184722222,0.904166667,0.213194444,0.876388889,1:05 pm (72.7°),94.51
,,8,5:40 am ? (60°),8:29 pm ? (300°),0.618020833,?0:59,0.153472222,0.936111111,0.185416667,0.904166667,0.213194444,0.876388889,1:05 pm (72.6°),94.508
,,9,5:40 am ? (60°),8:29 pm ? (300°),0.617303241,?1:02,0.154166667,0.935416667,0.186111111,0.903472222,0.213888889,0.875694444,1:05 pm (72.5°),94.506
,,10,5:41 am ? (60°),8:29 pm ? (300°),0.616539352,?1:05,0.154861111,0.935416667,0.186805556,0.903472222,0.214583333,0.875694444,1:05 pm (72.4°),94.503
,,11,5:42 am ? (60°),8:28 pm ? (300°),0.615752315,?1:08,0.155555556,0.934722222,0.186805556,0.902777778,0.215277778,0.875,1:05 pm (72.2°),94.499
,,12,5:42 am ? (60°),8:28 pm ? (300°),0.614918981,?1:11,0.15625,0.934027778,0.1875,0.902083333,0.215277778,0.875,1:05 pm (72.1°),94.495
,,13,5:43 am ? (60°),8:27 pm ? (299°),0.6140625,?1:14,0.156944444,0.933333333,0.188194444,0.902083333,0.215972222,0.874305556,1:05 pm (71.9°),94.491
,,14,5:44 am ? (61°),8:27 pm ? (299°),0.613171296,?1:17,0.157638889,0.932638889,0.188888889,0.901388889,0.216666667,0.873611111,1:05 pm (71.8°),94.486
,,15,5:44 am ? (61°),8:26 pm ? (299°),0.61224537,?1:19,0.158333333,0.931944444,0.189583333,0.900694444,0.217361111,0.873611111,1:06 pm (71.6°),94.481
,,16,5:45 am ? (61°),8:26 pm ? (299°),0.611296296,?1:22,0.159722222,0.93125,0.190277778,0.9,0.218055556,0.872916667,1:06 pm (71.4°),94.475
,,17,5:46 am ? (61°),8:25 pm ? (299°),0.610300926,?1:25,0.160416667,0.930555556,0.190972222,0.899305556,0.21875,0.872222222,1:06 pm (71.3°),94.469
,,18,5:47 am ? (62°),8:24 pm ? (298°),0.609282407,?1:27,0.161111111,0.929166667,0.191666667,0.899305556,0.21875,0.872222222,1:06 pm (71.1°),94.463
,,19,5:48 am ? (62°),8:24 pm ? (298°),0.608240741,?1:30,0.161805556,0.928472222,0.192361111,0.898611111,0.219444444,0.871527778,1:06 pm (70.9°),94.457
,,20,5:48 am ? (62°),8:23 pm ? (298°),0.607164352,?1:32,0.163194444,0.927777778,0.193055556,0.897916667,0.220138889,0.870833333,1:06 pm (70.7°),94.45
,,21,5:49 am ? (62°),8:22 pm ? (297°),0.606064815,?1:35,0.163888889,0.927083333,0.19375,0.897222222,0.220833333,0.870138889,1:06 pm (70.5°),94.443
,,22,5:50 am ? (63°),8:21 pm ? (297°),0.604930556,?1:37,0.164583333,0.926388889,0.194444444,0.896527778,0.221527778,0.869444444,1:06 pm (70.3°),94.435
,,23,5:51 am ? (63°),8:20 pm ? (297°),0.603773148,?1:39,0.165972222,0.925,0.195833333,0.895833333,0.222222222,0.86875,1:06 pm (70.1°),94.428
,,24,5:52 am ? (63°),8:20 pm ? (297°),0.602592593,?1:42,0.166666667,0.924305556,0.196527778,0.894444444,0.222916667,0.868055556,1:06 pm (69.9°),94.42
,,25,5:53 am ? (64°),8:19 pm ? (296°),0.601388889,?1:44,0.167361111,0.922916667,0.197222222,0.89375,0.223611111,0.867361111,1:06 pm (69.7°),94.411
,,26,5:54 am ? (64°),8:18 pm ? (296°),0.600150463,?1:46,0.16875,0.922222222,0.197916667,0.893055556,0.224305556,0.866666667,1:06 pm (69.5°),94.402
,,27,5:54 am ? (64°),8:17 pm ? (296°),0.598888889,?1:48,0.169444444,0.921527778,0.198611111,0.892361111,0.225,0.865972222,1:06 pm (69.2°),94.393
,,28,5:55 am ? (64°),8:16 pm ? (295°),0.597615741,?1:50,0.170833333,0.920138889,0.199305556,0.891666667,0.225694444,0.865277778,1:06 pm (69.0°),94.384
,,29,5:56 am ? (65°),8:15 pm ? (295°),0.59630787,?1:52,0.171527778,0.919444444,0.2,0.890972222,0.226388889,0.864583333,1:06 pm (68.8°),94.373
,,30,5:57 am ? (65°),8:14 pm ? (295°),0.594988426,?1:54,0.172222222,0.918055556,0.201388889,0.889583333,0.227083333,0.863888889,1:06 pm (68.5°),94.363
,,31,5:58 am ? (65°),8:13 pm ? (294°),0.593634259,?1:56,0.173611111,0.917361111,0.202083333,0.888888889,0.227777778,0.863194444,1:06 pm (68.3°),94.352
2016,August,1,5:59 am ? (66°),8:12 pm ? (294°),0.592268519,?1:58,0.174305556,0.915972222,0.202777778,0.888194444,0.228472222,0.8625,1:06 pm (68.0°),94.34
,,2,6:00 am ? (66°),8:11 pm ? (294°),0.59087963,?1:59,0.175694444,0.915277778,0.203472222,0.886805556,0.229166667,0.861805556,1:06 pm (67.8°),94.328
,,3,6:01 am ? (66°),8:10 pm ? (293°),0.589479167,?2:01,0.176388889,0.913888889,0.204166667,0.886111111,0.229861111,0.861111111,1:06 pm (67.5°),94.315
,,4,6:02 am ? (67°),8:09 pm ? (293°),0.588055556,?2:03,0.177777778,0.9125,0.204861111,0.885416667,0.230555556,0.859722222,1:05 pm (67.2°),94.302
,,5,6:03 am ? (67°),8:07 pm ? (293°),0.586608796,?2:04,0.178472222,0.911805556,0.20625,0.884027778,0.23125,0.859027778,1:05 pm (66.9°),94.288
